,rv_dt,value,category,rv_seen
547,2023-07-15,97.6,Non Open Resolvers,707
548,2023-07-16,95.19,Non Open Resolvers,645
549,2023-07-17,97.2,Non Open Resolvers,749
550,2023-07-18,97.33,Non Open Resolvers,750
551,2023-07-19,97.3,Non Open Resolvers,740
552,2023-07-20,97.1,Non Open Resolvers,656
553,2023-07-21,96.24,Non Open Resolvers,719
554,2023-07-22,98.12,Non Open Resolvers,532
555,2023-07-23,93.46,Non Open Resolvers,596
556,2023-07-24,94.59,Non Open Resolvers,684
557,2023-07-25,87.56,Non Open Resolvers,635
558,2023-07-26,97.7,Non Open Resolvers,608
559,2023-07-27,81.17,Non Open Resolvers,669
560,2023-07-28,79.8,Non Open Resolvers,604
561,2023-07-29,79.37,Non Open Resolvers,732
562,2023-07-30,81.75,Non Open Resolvers,707
563,2023-07-31,82.89,Non Open Resolvers,567
564,2023-08-01,82.71,Non Open Resolvers,694
565,2023-08-02,79.59,Non Open Resolvers,691
566,2023-08-03,80.53,Non Open Resolvers,719
567,2023-08-04,84.26,Non Open Resolvers,667
568,2023-08-05,96.61,Non Open Resolvers,678
569,2023-08-06,97.31,Non Open Resolvers,595
570,2023-08-07,91.69,Non Open Resolvers,626
571,2023-08-08,89.82,Non Open Resolvers,619
572,2023-08-09,89.31,Non Open Resolvers,655
573,2023-08-10,96.99,Non Open Resolvers,532
574,2023-08-11,97.01,Non Open Resolvers,938
575,2023-08-12,91.5,Non Open Resolvers,1059
576,2023-08-13,96.08,Non Open Resolvers,943
577,2023-08-14,98.08,Non Open Resolvers,833
578,2023-08-15,97.37,Non Open Resolvers,949
579,2023-08-16,82.46,Non Open Resolvers,821
580,2023-08-17,74.12,Non Open Resolvers,626
581,2023-08-18,82.57,Non Open Resolvers,935
582,2023-08-19,69.51,Non Open Resolvers,1092
583,2023-08-20,69.83,Non Open Resolvers,812
584,2023-08-21,65.74,Non Open Resolvers,645
585,2023-08-22,68.5,Non Open Resolvers,892
586,2023-08-23,65.44,Non Open Resolvers,709
587,2023-08-24,62.25,Non Open Resolvers,861
588,2023-08-25,57.51,Non Open Resolvers,826
589,2023-08-26,47.14,Non Open Resolvers,823
590,2023-08-27,56.98,Non Open Resolvers,802
591,2023-08-28,54.04,Non Open Resolvers,768
592,2023-08-29,35.67,Non Open Resolvers,712
593,2023-08-30,29.62,Non Open Resolvers,736
594,2023-08-31,31.87,Non Open Resolvers,524
595,2023-09-02,48.82,Non Open Resolvers,1700
596,2023-09-03,53.62,Non Open Resolvers,953
597,2023-09-04,52.56,Non Open Resolvers,858
598,2023-09-05,54.18,Non Open Resolvers,945
599,2023-09-06,51.64,Non Open Resolvers,761
600,2023-09-07,50.83,Non Open Resolvers,1139
601,2023-09-08,54.71,Non Open Resolvers,1020
602,2023-09-09,48.41,Non Open Resolvers,1068
603,2023-09-10,53.11,Non Open Resolvers,819
604,2023-09-11,48.15,Non Open Resolvers,920
605,2023-09-12,69.68,Non Open Resolvers,1108
606,2023-09-13,66.49,Non Open Resolvers,746
607,2023-09-14,66.78,Non Open Resolvers,1219
608,2023-09-27,52.81,Non Open Resolvers,1475
609,2023-09-28,44.96,Non Open Resolvers,714
610,2023-09-29,41.03,Non Open Resolvers,819
611,2023-09-30,47.84,Non Open Resolvers,671
612,2023-10-01,52.53,Non Open Resolvers,573
613,2023-10-02,48.53,Non Open Resolvers,678
614,2023-10-03,38.88,Non Open Resolvers,769
615,2023-10-04,42.7,Non Open Resolvers,801
616,2023-10-05,39.43,Non Open Resolvers,946
617,2023-10-06,46.44,Non Open Resolvers,745
618,2023-10-07,64.1,Non Open Resolvers,663
619,2023-10-08,73.0,Non Open Resolvers,826
620,2023-10-09,71.59,Non Open Resolvers,690
621,2023-10-10,52.7,Non Open Resolvers,685
622,2023-10-11,41.44,Non Open Resolvers,724
623,2023-10-12,59.55,Non Open Resolvers,895
624,2023-10-13,60.8,Non Open Resolvers,778
625,2023-10-14,48.41,Non Open Resolvers,661
626,2023-10-15,49.8,Non Open Resolvers,769
627,2023-10-16,47.59,Non Open Resolvers,788
628,2023-10-17,47.78,Non Open Resolvers,810
629,2023-10-18,53.1,Non Open Resolvers,597
630,2023-10-19,51.19,Non Open Resolvers,631
631,2023-10-21,50.34,Non Open Resolvers,737
632,2023-10-22,52.61,Non Open Resolvers,555
633,2023-10-23,51.58,Non Open Resolvers,506
634,2023-10-24,56.96,Non Open Resolvers,941
635,2023-10-25,53.8,Non Open Resolvers,933
636,2023-10-26,50.69,Non Open Resolvers,864
637,2023-10-27,52.79,Non Open Resolvers,1093
638,2023-10-28,50.3,Non Open Resolvers,998
639,2023-10-29,59.05,Non Open Resolvers,696
640,2023-10-30,55.58,Non Open Resolvers,941
641,2023-10-31,55.0,Non Open Resolvers,1151
642,2023-11-01,62.39,Non Open Resolvers,1037
643,2023-11-02,63.42,Non Open Resolvers,790
644,2023-11-03,53.03,Non Open Resolvers,1090
645,2023-11-04,58.96,Non Open Resolvers,1613
646,2023-11-05,59.07,Non Open Resolvers,1351
647,2023-11-06,56.37,Non Open Resolvers,722
648,2023-11-07,49.88,Non Open Resolvers,838
649,2023-11-08,53.19,Non Open Resolvers,957
650,2023-11-09,50.3,Non Open Resolvers,666
651,2023-11-10,44.49,Non Open Resolvers,490
652,2023-11-11,49.14,Non Open Resolvers,1860
653,2023-11-12,58.53,Non Open Resolvers,885
654,2023-11-13,62.32,Non Open Resolvers,767
655,2023-11-14,57.6,Non Open Resolvers,592
656,2023-11-15,63.92,Non Open Resolvers,582
657,2023-11-16,56.07,Non Open Resolvers,931
658,2023-11-17,55.71,Non Open Resolvers,587
659,2023-11-18,55.22,Non Open Resolvers,632
660,2023-11-20,50.73,Non Open Resolvers,479
661,2023-11-21,53.1,Non Open Resolvers,403
662,2023-11-22,51.85,Non Open Resolvers,378
663,2023-11-23,50.94,Non Open Resolvers,373
664,2023-11-24,50.89,Non Open Resolvers,450
665,2023-11-25,53.36,Non Open Resolvers,639
666,2023-11-26,58.43,Non Open Resolvers,664
667,2023-11-28,57.25,Non Open Resolvers,407
668,2023-11-29,48.52,Non Open Resolvers,676
669,2023-11-30,55.14,Non Open Resolvers,555
670,2023-12-01,52.66,Non Open Resolvers,826
671,2023-12-02,59.89,Non Open Resolvers,556
672,2023-12-03,58.17,Non Open Resolvers,698
673,2023-12-04,50.18,Non Open Resolvers,552
674,2023-12-05,50.62,Non Open Resolvers,644
675,2023-12-06,55.97,Non Open Resolvers,611
676,2023-12-07,28.88,Non Open Resolvers,786
677,2023-12-08,11.17,Non Open Resolvers,537
678,2023-12-09,40.38,Non Open Resolvers,572
679,2023-12-10,51.7,Non Open Resolvers,706
680,2023-12-11,50.95,Non Open Resolvers,524
681,2023-12-12,56.94,Non Open Resolvers,634
682,2023-12-13,49.48,Non Open Resolvers,776
683,2023-12-14,48.16,Non Open Resolvers,544
684,2023-12-15,54.23,Non Open Resolvers,461
685,2023-12-16,49.12,Non Open Resolvers,509
686,2023-12-17,47.11,Non Open Resolvers,433
687,2023-12-18,50.16,Non Open Resolvers,634
688,2023-12-19,47.13,Non Open Resolvers,628
689,2023-12-20,46.09,Non Open Resolvers,460
690,2023-12-21,46.98,Non Open Resolvers,579
691,2023-12-22,45.26,Non Open Resolvers,475
692,2023-12-23,46.35,Non Open Resolvers,384
693,2023-12-24,46.5,Non Open Resolvers,357
694,2023-12-25,46.63,Non Open Resolvers,371
695,2023-12-26,48.13,Non Open Resolvers,428
696,2023-12-27,45.81,Non Open Resolvers,430
697,2023-12-28,47.5,Non Open Resolvers,360
698,2023-12-29,46.61,Non Open Resolvers,384
699,2023-12-30,45.26,Non Open Resolvers,380
700,2024-01-01,42.92,Non Open Resolvers,424
701,2024-01-02,49.44,Non Open Resolvers,358
702,2024-01-03,48.88,Non Open Resolvers,538
703,2024-01-04,43.87,Non Open Resolvers,506
704,2024-01-05,50.59,Non Open Resolvers,510
705,2024-01-06,43.61,Non Open Resolvers,454
706,2024-01-07,44.65,Non Open Resolvers,533
707,2024-01-08,53.75,Non Open Resolvers,400
708,2024-01-09,41.44,Non Open Resolvers,362
709,2024-01-10,49.75,Non Open Resolvers,601
710,2024-01-11,47.03,Non Open Resolvers,370
711,2024-01-12,55.15,Non Open Resolvers,515
712,2024-01-13,45.47,Non Open Resolvers,805
713,2024-01-14,54.2,Non Open Resolvers,965
714,2024-01-15,51.37,Non Open Resolvers,619
715,2024-01-16,49.49,Non Open Resolvers,687
716,2024-01-17,44.53,Non Open Resolvers,631
717,2024-01-18,44.62,Non Open Resolvers,641
718,2024-01-19,57.26,Non Open Resolvers,482
719,2024-01-20,44.65,Non Open Resolvers,692
720,2024-01-21,54.46,Non Open Resolvers,863
721,2024-01-22,44.25,Non Open Resolvers,1731
722,2024-01-23,49.28,Non Open Resolvers,1380
723,2024-01-24,51.71,Non Open Resolvers,1493
724,2024-01-25,49.86,Non Open Resolvers,724
725,2024-01-26,54.34,Non Open Resolvers,1128
726,2024-01-27,45.67,Non Open Resolvers,992
727,2024-01-28,46.78,Non Open Resolvers,964
728,2024-01-29,48.21,Non Open Resolvers,952
729,2024-01-30,47.91,Non Open Resolvers,1125
730,2024-01-31,53.56,Non Open Resolvers,730
731,2024-02-01,52.81,Non Open Resolvers,623
732,2024-02-02,56.3,Non Open Resolvers,1103
733,2024-02-03,55.82,Non Open Resolvers,756
734,2024-02-04,43.68,Non Open Resolvers,1108
735,2024-02-05,55.96,Non Open Resolvers,1065
736,2024-02-06,48.11,Non Open Resolvers,1056
737,2024-02-07,55.29,Non Open Resolvers,1333
738,2024-02-08,55.71,Non Open Resolvers,1059
739,2024-02-09,55.48,Non Open Resolvers,1013
740,2024-02-10,53.59,Non Open Resolvers,1573
741,2024-02-11,56.57,Non Open Resolvers,1386
742,2024-02-12,52.83,Non Open Resolvers,600
743,2024-02-13,55.52,Non Open Resolvers,1014
744,2024-02-14,50.67,Non Open Resolvers,971
745,2024-02-15,56.56,Non Open Resolvers,937
746,2024-02-16,53.61,Non Open Resolvers,416
747,2024-02-17,56.15,Non Open Resolvers,1040
748,2024-02-18,53.85,Non Open Resolvers,754
749,2024-02-19,47.59,Non Open Resolvers,975
750,2024-02-20,52.08,Non Open Resolvers,768
751,2024-02-21,54.04,Non Open Resolvers,1125
752,2024-02-22,53.64,Non Open Resolvers,837
753,2024-02-23,56.84,Non Open Resolvers,1557
754,2024-02-24,59.57,Non Open Resolvers,1521
755,2024-02-25,47.92,Non Open Resolvers,1058
756,2024-02-26,55.42,Non Open Resolvers,415
757,2024-02-27,44.53,Non Open Resolvers,640
758,2024-02-28,35.42,Non Open Resolvers,765
759,2024-02-29,41.03,Non Open Resolvers,563
760,2024-03-01,36.23,Non Open Resolvers,1681
761,2024-03-02,34.15,Non Open Resolvers,1186
762,2024-03-03,29.87,Non Open Resolvers,1453
763,2024-03-04,35.94,Non Open Resolvers,704
764,2024-03-05,35.99,Non Open Resolvers,589
765,2024-03-06,30.78,Non Open Resolvers,965
766,2024-03-07,36.09,Non Open Resolvers,773
767,2024-03-08,38.22,Non Open Resolvers,1065
768,2024-03-09,41.42,Non Open Resolvers,565
769,2024-03-10,42.12,Non Open Resolvers,876
770,2024-03-11,31.8,Non Open Resolvers,1110
771,2024-03-12,28.38,Non Open Resolvers,1427
772,2024-03-13,32.41,Non Open Resolvers,1222
773,2024-03-14,27.95,Non Open Resolvers,1320
774,2024-03-15,28.03,Non Open Resolvers,1552
775,2024-03-16,36.98,Non Open Resolvers,941
776,2024-03-17,39.51,Non Open Resolvers,820
777,2024-03-18,42.26,Non Open Resolvers,646
778,2024-03-19,38.86,Non Open Resolvers,880
779,2024-03-20,44.43,Non Open Resolvers,673
780,2024-03-21,50.8,Non Open Resolvers,1307
781,2024-03-22,54.23,Non Open Resolvers,1464
782,2024-03-23,51.7,Non Open Resolvers,1325
783,2024-03-24,53.09,Non Open Resolvers,1085
784,2024-03-25,50.53,Non Open Resolvers,1134
785,2024-03-26,54.2,Non Open Resolvers,1382
786,2024-03-27,53.25,Non Open Resolvers,986
787,2024-03-28,60.29,Non Open Resolvers,889
788,2024-03-29,61.49,Non Open Resolvers,979
789,2024-03-31,49.61,Non Open Resolvers,1395
790,2024-04-01,47.75,Non Open Resolvers,1803
791,2024-04-02,43.71,Non Open Resolvers,1487
792,2024-04-03,50.89,Non Open Resolvers,1468
793,2024-04-05,46.59,Non Open Resolvers,1670
794,2024-04-07,42.8,Non Open Resolvers,1645
795,2024-04-08,35.76,Non Open Resolvers,1678
796,2024-04-09,28.14,Non Open Resolvers,1848
797,2024-04-10,34.97,Non Open Resolvers,1367
798,2024-04-11,32.67,Non Open Resolvers,1298
799,2024-04-12,27.48,Non Open Resolvers,1616
800,2024-04-13,28.75,Non Open Resolvers,1701
801,2024-04-14,34.36,Non Open Resolvers,815
802,2024-04-15,32.89,Non Open Resolvers,1271
803,2024-04-16,36.12,Non Open Resolvers,1639
804,2024-04-18,31.87,Non Open Resolvers,1390
805,2024-04-19,35.1,Non Open Resolvers,906
806,2024-04-20,36.04,Non Open Resolvers,1196
807,2024-04-21,33.05,Non Open Resolvers,1389
808,2024-04-22,34.88,Non Open Resolvers,1270
809,2024-04-23,34.22,Non Open Resolvers,1020
810,2024-04-24,31.44,Non Open Resolvers,1212
811,2024-04-25,33.33,Non Open Resolvers,894
812,2024-04-26,27.35,Non Open Resolvers,914
813,2024-04-27,32.44,Non Open Resolvers,897
814,2024-04-28,33.75,Non Open Resolvers,871
815,2024-04-29,37.57,Non Open Resolvers,889
816,2024-04-30,35.82,Non Open Resolvers,857
817,2024-05-01,33.52,Non Open Resolvers,1086
818,2024-05-02,41.62,Non Open Resolvers,949
819,2024-05-03,35.02,Non Open Resolvers,811
820,2024-05-04,36.33,Non Open Resolvers,1112
821,2024-05-05,44.38,Non Open Resolvers,1156
822,2024-05-06,35.5,Non Open Resolvers,1276
823,2024-05-07,38.12,Non Open Resolvers,1204
824,2024-05-08,42.23,Non Open Resolvers,1113
825,2024-05-09,34.47,Non Open Resolvers,998
826,2024-05-10,40.02,Non Open Resolvers,1047
827,2024-05-11,35.35,Non Open Resolvers,1123
828,2024-05-12,34.12,Non Open Resolvers,1187
829,2024-05-13,52.4,Non Open Resolvers,1479
830,2024-05-14,48.6,Non Open Resolvers,1177
831,2024-05-15,40.55,Non Open Resolvers,974
832,2024-05-16,45.03,Non Open Resolvers,1277
833,2024-05-17,32.1,Non Open Resolvers,1327
834,2024-05-18,34.95,Non Open Resolvers,1665
835,2024-05-19,36.04,Non Open Resolvers,1590
836,2024-05-20,32.35,Non Open Resolvers,1564
837,2024-05-21,35.07,Non Open Resolvers,1115
838,2024-05-22,29.32,Non Open Resolvers,1429
839,2024-05-23,44.7,Non Open Resolvers,774
840,2024-05-24,26.01,Non Open Resolvers,1830
841,2024-05-25,27.31,Non Open Resolvers,908
842,2024-05-26,19.77,Non Open Resolvers,1381
843,2024-05-27,29.01,Non Open Resolvers,755
844,2024-05-28,34.2,Non Open Resolvers,652
845,2024-05-29,33.74,Non Open Resolvers,972
846,2024-05-30,33.83,Non Open Resolvers,745
847,2024-05-31,35.1,Non Open Resolvers,681
848,2024-06-01,39.26,Non Open Resolvers,866
849,2024-06-02,30.29,Non Open Resolvers,723
850,2024-06-03,37.75,Non Open Resolvers,1563
851,2022-01-01,92.37,All Open Resolvers,1403
852,2022-01-02,94.37,All Open Resolvers,1296
853,2022-01-03,92.88,All Open Resolvers,1236
854,2022-01-04,92.86,All Open Resolvers,1302
855,2022-01-05,92.79,All Open Resolvers,1400
856,2022-01-06,95.01,All Open Resolvers,1685
857,2022-01-07,92.71,All Open Resolvers,1482
858,2022-01-08,92.56,All Open Resolvers,1681
859,2022-01-09,91.95,All Open Resolvers,1429
860,2022-01-10,95.06,All Open Resolvers,1681
861,2022-01-11,93.07,All Open Resolvers,1746
862,2022-01-12,92.52,All Open Resolvers,1777
863,2022-01-13,95.22,All Open Resolvers,1715
864,2022-01-14,94.58,All Open Resolvers,1753
865,2022-01-15,94.14,All Open Resolvers,2029
866,2022-01-16,93.97,All Open Resolvers,1691
867,2022-01-17,93.08,All Open Resolvers,1517
868,2022-01-18,94.9,All Open Resolvers,1647
869,2022-01-19,93.73,All Open Resolvers,1594
870,2022-01-20,94.23,All Open Resolvers,1873
871,2022-01-21,96.39,All Open Resolvers,1662
872,2022-01-22,95.24,All Open Resolvers,1743
873,2022-01-23,94.35,All Open Resolvers,1770
874,2022-01-24,96.0,All Open Resolvers,1526
875,2022-01-25,94.77,All Open Resolvers,1644
876,2022-01-26,97.92,All Open Resolvers,1728
877,2022-01-27,95.3,All Open Resolvers,1597
878,2022-01-28,95.8,All Open Resolvers,1619
879,2022-01-29,96.11,All Open Resolvers,1747
880,2022-01-30,96.08,All Open Resolvers,1479
881,2022-01-31,97.52,All Open Resolvers,1610
882,2022-02-01,96.34,All Open Resolvers,1528
883,2022-02-02,97.17,All Open Resolvers,1769
884,2022-02-03,97.35,All Open Resolvers,2035
885,2022-02-04,97.35,All Open Resolvers,1284
886,2022-02-05,98.66,All Open Resolvers,1190
887,2022-02-06,96.22,All Open Resolvers,1509
888,2022-02-07,95.56,All Open Resolvers,1036
889,2022-02-08,94.38,All Open Resolvers,961
890,2022-02-09,96.12,All Open Resolvers,1315
891,2022-02-10,96.69,All Open Resolvers,1086
892,2022-02-11,95.91,All Open Resolvers,1126
893,2022-02-12,97.09,All Open Resolvers,1066
894,2022-02-13,95.57,All Open Resolvers,1378
895,2022-02-14,95.05,All Open Resolvers,1213
896,2022-02-15,95.74,All Open Resolvers,1501
897,2022-02-16,95.28,All Open Resolvers,1166
898,2022-02-17,96.47,All Open Resolvers,1248
899,2022-02-18,97.31,All Open Resolvers,929
900,2022-02-19,96.19,All Open Resolvers,1181
901,2022-02-20,95.62,All Open Resolvers,959
902,2022-02-21,94.9,All Open Resolvers,1137
903,2022-02-22,95.07,All Open Resolvers,1279
904,2022-02-23,95.87,All Open Resolvers,1405
905,2022-02-24,96.01,All Open Resolvers,1228
906,2022-02-25,96.63,All Open Resolvers,1097
907,2022-02-26,95.49,All Open Resolvers,1243
908,2022-02-27,96.48,All Open Resolvers,1306
909,2022-02-28,96.77,All Open Resolvers,929
910,2022-03-01,97.73,All Open Resolvers,880
911,2022-03-02,93.63,All Open Resolvers,879
912,2022-03-03,95.83,All Open Resolvers,959
913,2022-03-04,95.32,All Open Resolvers,1046
914,2022-03-05,95.28,All Open Resolvers,1017
915,2022-03-06,96.31,All Open Resolvers,948
916,2022-03-07,93.81,All Open Resolvers,1017
917,2022-03-08,95.79,All Open Resolvers,1211
918,2022-03-09,95.29,All Open Resolvers,807
919,2022-03-10,92.91,All Open Resolvers,945
920,2022-03-11,97.02,All Open Resolvers,872
921,2022-03-12,95.31,All Open Resolvers,980
922,2022-03-13,97.23,All Open Resolvers,1047
923,2022-03-14,95.87,All Open Resolvers,1137
924,2022-03-15,94.06,All Open Resolvers,1060
925,2022-03-16,94.01,All Open Resolvers,969
926,2022-03-17,94.54,All Open Resolvers,879
927,2022-03-18,96.92,All Open Resolvers,943
928,2022-03-19,96.82,All Open Resolvers,1038
929,2022-03-20,95.8,All Open Resolvers,977
930,2022-03-21,97.87,All Open Resolvers,984
931,2022-03-22,96.4,All Open Resolvers,861
932,2022-03-23,94.51,All Open Resolvers,710
933,2022-03-24,95.76,All Open Resolvers,1014
934,2022-03-25,96.65,All Open Resolvers,1045
935,2022-03-26,96.38,All Open Resolvers,1076
936,2022-03-27,96.84,All Open Resolvers,950
937,2022-03-28,96.52,All Open Resolvers,978
938,2022-03-29,96.32,All Open Resolvers,950
939,2022-03-30,94.15,All Open Resolvers,958
940,2022-03-31,94.47,All Open Resolvers,1122
941,2022-04-01,96.4,All Open Resolvers,1028
942,2022-04-02,95.04,All Open Resolvers,968
943,2022-04-03,95.98,All Open Resolvers,946
944,2022-04-04,96.04,All Open Resolvers,1085
945,2022-04-05,95.81,All Open Resolvers,1075
946,2022-04-06,97.24,All Open Resolvers,1339
947,2022-04-07,96.43,All Open Resolvers,1234
948,2022-04-08,95.48,All Open Resolvers,1083
949,2022-04-09,95.08,All Open Resolvers,1200
950,2022-04-10,94.95,All Open Resolvers,1209
951,2022-04-11,95.21,All Open Resolvers,1065
952,2022-04-12,95.8,All Open Resolvers,1287
953,2022-04-13,97.15,All Open Resolvers,1509
954,2022-04-14,95.55,All Open Resolvers,1235
955,2022-04-15,94.03,All Open Resolvers,1173
956,2022-04-16,95.75,All Open Resolvers,1413
957,2022-04-17,96.31,All Open Resolvers,1355
958,2022-04-18,95.99,All Open Resolvers,1196
959,2022-04-19,95.65,All Open Resolvers,1332
960,2022-04-20,95.06,All Open Resolvers,1235
961,2022-04-21,94.78,All Open Resolvers,1380
962,2022-04-22,95.44,All Open Resolvers,1074
963,2022-04-23,95.47,All Open Resolvers,1236
964,2022-04-24,92.97,All Open Resolvers,1323
965,2022-04-25,94.14,All Open Resolvers,1007
966,2022-04-26,96.25,All Open Resolvers,1281
967,2022-04-27,93.72,All Open Resolvers,1194
968,2022-04-28,96.37,All Open Resolvers,1130
969,2022-04-29,96.25,All Open Resolvers,986
970,2022-04-30,95.82,All Open Resolvers,1173
971,2022-05-01,92.18,All Open Resolvers,921
972,2022-05-02,96.8,All Open Resolvers,905
973,2022-05-03,95.48,All Open Resolvers,1062
974,2022-05-04,96.85,All Open Resolvers,1367
975,2022-05-05,95.86,All Open Resolvers,1208
976,2022-05-06,91.92,All Open Resolvers,1262
977,2022-05-07,96.05,All Open Resolvers,1240
978,2022-05-08,93.43,All Open Resolvers,1218
979,2022-05-09,93.47,All Open Resolvers,996
980,2022-05-10,95.56,All Open Resolvers,1261
981,2022-05-12,95.43,All Open Resolvers,1138
982,2022-05-13,97.01,All Open Resolvers,803
983,2022-05-14,94.53,All Open Resolvers,768
984,2022-05-15,96.06,All Open Resolvers,938
985,2022-05-16,95.0,All Open Resolvers,1060
986,2022-05-17,94.9,All Open Resolvers,941
987,2022-05-18,96.31,All Open Resolvers,841
988,2022-05-19,96.89,All Open Resolvers,772
989,2022-05-20,96.08,All Open Resolvers,943
990,2022-05-21,95.38,All Open Resolvers,1146
991,2022-05-22,96.39,All Open Resolvers,1330
992,2022-05-23,94.65,All Open Resolvers,878
993,2022-05-24,96.28,All Open Resolvers,915
994,2022-05-25,95.7,All Open Resolvers,883
995,2022-05-26,95.12,All Open Resolvers,963
996,2022-05-27,95.83,All Open Resolvers,935
997,2022-05-28,96.0,All Open Resolvers,900
998,2022-05-29,95.79,All Open Resolvers,760
999,2022-05-30,95.96,All Open Resolvers,989
1000,2022-05-31,95.65,All Open Resolvers,1012
1001,2022-06-01,95.16,All Open Resolvers,910
1002,2022-06-02,95.21,All Open Resolvers,815
1003,2022-06-03,94.5,All Open Resolvers,745
1004,2022-06-04,98.48,All Open Resolvers,792
1005,2022-06-05,96.54,All Open Resolvers,809
1006,2022-06-06,95.41,All Open Resolvers,849
1007,2022-06-07,97.45,All Open Resolvers,863
1008,2022-06-08,95.39,All Open Resolvers,673
1009,2022-06-09,94.34,All Open Resolvers,689
1010,2022-06-10,94.8,All Open Resolvers,711
1011,2022-06-11,95.6,All Open Resolvers,863
1012,2022-06-12,95.44,All Open Resolvers,812
1013,2022-06-13,94.3,All Open Resolvers,790
1014,2022-06-14,96.82,All Open Resolvers,974
1015,2022-06-15,92.75,All Open Resolvers,910
1016,2022-06-16,92.5,All Open Resolvers,720
1017,2022-06-17,97.66,All Open Resolvers,768
1018,2022-06-18,93.31,All Open Resolvers,882
1019,2022-06-19,94.94,All Open Resolvers,850
1020,2022-06-20,95.29,All Open Resolvers,956
1021,2022-06-21,94.39,All Open Resolvers,731
1022,2022-06-22,96.14,All Open Resolvers,751
1023,2022-06-23,96.43,All Open Resolvers,868
1024,2022-06-24,94.99,All Open Resolvers,699
1025,2022-06-25,94.09,All Open Resolvers,913
1026,2022-06-26,93.23,All Open Resolvers,813
1027,2022-06-27,95.62,All Open Resolvers,731
1028,2022-06-28,94.09,All Open Resolvers,660
1029,2022-06-29,94.7,All Open Resolvers,773
1030,2022-06-30,92.95,All Open Resolvers,695
1031,2022-07-01,96.19,All Open Resolvers,578
1032,2022-07-02,93.17,All Open Resolvers,688
1033,2022-07-03,95.8,All Open Resolvers,714
1034,2022-07-04,93.6,All Open Resolvers,781
1035,2022-07-05,94.7,All Open Resolvers,679
1036,2022-07-06,87.35,All Open Resolvers,751
1037,2022-07-07,92.32,All Open Resolvers,716
1038,2022-07-08,93.8,All Open Resolvers,629
1039,2022-07-09,90.98,All Open Resolvers,687
1040,2022-07-10,90.22,All Open Resolvers,552
1041,2022-07-11,93.24,All Open Resolvers,651
1042,2022-07-12,88.51,All Open Resolvers,583
1043,2022-07-13,92.72,All Open Resolvers,536
1044,2022-07-14,93.76,All Open Resolvers,673
1045,2022-07-15,93.04,All Open Resolvers,546
1046,2022-07-16,94.66,All Open Resolvers,655
1047,2022-07-17,97.05,All Open Resolvers,643
1048,2022-07-18,97.92,All Open Resolvers,865
1049,2022-07-19,96.81,All Open Resolvers,846
1050,2022-07-20,95.37,All Open Resolvers,735
1051,2022-07-21,96.29,All Open Resolvers,862
1052,2022-07-22,98.23,All Open Resolvers,736
1053,2022-07-23,96.64,All Open Resolvers,833
1054,2022-07-24,96.04,All Open Resolvers,884
1055,2022-07-25,97.84,All Open Resolvers,1020
1056,2022-07-26,97.35,All Open Resolvers,1095
1057,2022-07-27,95.63,All Open Resolvers,1189
1058,2022-07-28,97.62,All Open Resolvers,1134
1059,2022-07-29,95.62,All Open Resolvers,1118
1060,2022-07-30,96.49,All Open Resolvers,998
1061,2022-07-31,96.31,All Open Resolvers,1029
1062,2022-08-01,97.34,All Open Resolvers,1164
1063,2022-08-02,96.29,All Open Resolvers,1158
1064,2022-08-03,98.04,All Open Resolvers,1273
1065,2022-08-04,97.07,All Open Resolvers,1263
1066,2022-08-05,98.09,All Open Resolvers,1468
1067,2022-08-06,97.89,All Open Resolvers,1422
1068,2022-08-07,97.78,All Open Resolvers,1534
1069,2022-08-08,97.47,All Open Resolvers,1303
1070,2022-08-09,97.54,All Open Resolvers,1341
1071,2022-08-10,95.92,All Open Resolvers,1202
1072,2022-08-11,98.56,All Open Resolvers,1661
1073,2022-08-12,97.91,All Open Resolvers,1432
1074,2022-08-13,98.57,All Open Resolvers,1612
1075,2022-08-14,98.3,All Open Resolvers,1118
1076,2022-08-15,98.28,All Open Resolvers,1164
1077,2022-08-16,96.98,All Open Resolvers,1126
1078,2022-08-17,97.93,All Open Resolvers,1159
1079,2022-08-18,98.42,All Open Resolvers,1206
1080,2022-08-19,98.19,All Open Resolvers,1105
1081,2022-08-20,98.3,All Open Resolvers,1353
1082,2022-08-21,96.98,All Open Resolvers,1192
1083,2022-08-22,96.45,All Open Resolvers,1408
1084,2022-08-23,96.52,All Open Resolvers,1236
1085,2022-08-24,98.22,All Open Resolvers,1573
1086,2022-08-25,97.43,All Open Resolvers,1283
1087,2022-08-26,98.3,All Open Resolvers,1234
1088,2022-08-27,98.99,All Open Resolvers,1393
1089,2022-08-28,96.28,All Open Resolvers,1236
1090,2022-08-29,88.7,All Open Resolvers,1106
1091,2022-08-30,79.6,All Open Resolvers,1211
1092,2022-08-31,71.93,All Open Resolvers,741
1093,2022-09-01,82.62,All Open Resolvers,1283
1094,2022-09-02,72.03,All Open Resolvers,1298
1095,2022-09-04,88.94,All Open Resolvers,1501
1096,2022-09-05,97.75,All Open Resolvers,1556
1097,2022-09-06,96.52,All Open Resolvers,1837
1098,2022-09-08,89.27,All Open Resolvers,1771
1099,2022-09-09,91.4,All Open Resolvers,1488
1100,2022-09-10,95.42,All Open Resolvers,1857
1101,2022-09-11,99.12,All Open Resolvers,1475
